transport_linear_velocity,placing_linear_velocity,release_opening_velocity,retract_linear_velocity
0.0806422779582434,0.05540036682531639,0.055249520815255214,0.08114931100201485
0.10744505543011955,0.06987142785572378,0.07725341124297799,0.056594295242873814
0.04330538100565881,0.07259734626121145,0.07099777967824354,0.14736712012883585
0.11750877275176697,0.034168925793223545,0.09082441383769264,0.10210221274842615
0.07020954800631835,0.06617645680551952,0.08105771303913767,0.03381978008380517
0.09263711903487476,0.043833726831565056,0.05086806874414447,0.0973611417739808
0.09821098120712149,0.032456407254785366,0.06311019108860455,0.06431508495797156
0.0886359019130479,0.06553984629707947,0.10097416700191542,0.043501290533292464
0.14539573855820287,0.06701925005086966,0.09494341712708403,0.03206052933417425
0.08519111510207587,0.03361100669739739,0.07156333339284042,0.10014571154384738
0.060204568853428383,0.03558829457733604,0.05343146902408097,0.034618459288931556
0.09518939688519046,0.07904547242574692,0.07383158495352732,0.04205847452767127
0.10146555092741735,0.08002123676764472,0.08953735801029836,0.05275081964483373
0.06898574872651796,0.033412880941468895,0.0941523600895796,0.04296066485308864
0.1448320170696688,0.06707072883848962,0.05165754583582928,0.08167022542382428
0.08964185934532766,0.04066661771727676,0.05759472520923067,0.1326183231500912
0.08306837614300056,0.05584281807478928,0.07498230312165521,0.11553251914913731
0.05818805858481724,0.05556397534401564,0.05062018529825117,0.07498795282406404
0.0959610757595541,0.05242292204724858,0.03815505664221418,0.09040435570352341
0.10647810458369653,0.021280376680752198,0.09716239335422434,0.07037135282989099
0.09868935204387451,0.07466880001451892,0.07075837065386333,0.08579051047384911
0.08416121132190504,0.05216090087024539,0.0775825551086473,0.09748866613758789
0.08830895469727,0.026870659835101257,0.03353027656986608,0.0819764711108041
0.06307314754555324,0.04334657853365926,0.04287134578628213,0.06438996945501518
0.04997732002553372,0.06738743439163061,0.09191909850536771,0.07855641635238096
0.10582812188692277,0.04624661171624451,0.07812039056920003,0.10122486015723514
0.053365990380925946,0.0259308131601251,0.07789231325469406,0.07657797517894795
0.14531207421345327,0.08710099015657569,0.025104547028656665,0.10169114360066123
0.10208399412291458,0.05311289087958096,0.03806997426259357,0.06867187078607442
0.1404709805326536,0.05918414931587808,0.08874276560296507,0.06268384421376844
0.045646964126763404,0.07340762475496758,0.030539020151755865,0.03838252554204619
0.043952612354134134,0.02808255547024132,0.04760561700540843,0.05781475270941261
0.06495284635859548,0.04459005984568916,0.08830602617585756,0.06269367944767033
0.07718814713902494,0.0590288721927235,0.07544762589669789,0.10221500945494247
0.11784815386303626,0.060785798577993475,0.053621222870515975,0.06124818926596683
0.0626671218842782,0.05944122495130829,0.0612581910813511,0.0814704916326307
0.059935743908022754,0.02154339775579022,0.0876292731753427,0.0666110762145542
0.08475713739547808,0.07796147039133879,0.0669852933935714,0.10357040253800426
0.10978994989985538,0.08404225189539972,0.0822271958571679,0.0623702923940301
0.04127144384761562,0.047002646987445884,0.08120073366406255,0.09879999721666714
0.08046755501421601,0.05414775666545472,0.054339102111620005,0.08449114673713623
0.0831636011339729,0.08508681038143721,0.048065666209334806,0.0650544598107422
0.05458804064367488,0.03260857590352344,0.06409065109339122,0.10963840903751755
0.07349811089450284,0.05041206634146363,0.11540448412767529,0.12162674755736524
0.08476409042660187,0.028495306439211103,0.07914240959713384,0.08599426979692973
0.082540857914488,0.03168944433227443,0.1000560266022307,0.06877050703255934
0.07116189666154095,0.06347054135815544,0.05760114396627165,0.05937940677544622
0.07698761319322597,0.04250828221998787,0.07653353977188944,0.0905146249059892
0.12234366320838462,0.029063017077952447,0.06662106783336214,0.06643101042163477
0.07088366422876952,0.07562403581776225,0.09246944976237345,0.12593117995508393
0.09118274164383258,0.06529631772764373,0.06611833124703151,0.05167495145403482
0.04685744730561573,0.06740615644179426,0.05987937404634421,0.04284426173562099
0.09612826969459162,0.05824369004477594,0.08566844651263451,0.04825138800839659
0.06777800614971696,0.060551233552498404,0.08659856981230098,0.05020493624014116
0.05038292370872752,0.0382806176755005,0.10446557775180354,0.12489939649428478
0.07821937385514563,0.04064785455339345,0.043407419237991594,0.08630634689142011
0.10814871150694932,0.06943812870082958,0.07110354169514708,0.11554881753124407
0.0941760883150082,0.07488009095773945,0.0773259028881745,0.05707811434498251
0.1293278868069154,0.050641647238463657,0.07214565055966002,0.060097043018097984
0.15466908734393475,0.04911464538724653,0.07819958228984578,0.09262366478349227
0.061311883931547274,0.0341821044171835,0.1070281394439695,0.07508074702020957
0.04891540553638352,0.06798746927433079,0.08048347091869644,0.07477861227631093
0.06791140211479318,0.039066239814799175,0.03778787684714867,0.08215136607719895
0.11839076775325355,0.05341564795376178,0.06437233965332552,0.04360553466683596
0.11208561752910423,0.05797781172023388,0.09747600243726962,0.09205871566827122
0.11810502047632143,0.03932870628443359,0.03478058965901293,0.05552611748506718
0.06296254665450526,0.06417943646884003,0.06702793751405553,0.06175734075358369
0.056976668445490014,0.07188146336086892,0.05270107108016535,0.08891825638100298
0.07466806302318735,0.015315944204620555,0.07977526688140396,0.05496418670840997
0.05991940454801839,0.04464350951831893,0.05326696989192574,0.08494226180776358
0.05572695102366196,0.06275435409607763,0.05679399781081378,0.07104891698537652
0.0620171837953222,0.07244837599261948,0.034462066647571656,0.08763485188058591
0.10068761044217475,0.10183400060111666,0.1063397248370421,0.07034340553372302
0.09370252645893479,0.05227466260351179,0.07711095097500778,0.05046510191451492
0.08939116692572696,0.05145734665038055,0.13280693463493032,0.0831259260483697
0.07982602114885984,0.04002761735494764,0.07307214032302614,0.07825384351139937
0.06580512243371947,0.06439363885061997,0.0813244485944766,0.04357127912183479
0.08862503491692397,0.04650184206654873,0.07170622275419854,0.10894295315390631
0.06003992473497437,0.07332929649810195,0.08550495282294078,0.05722179882897853
0.07099943937920732,0.05779772106472535,0.035446868072469814,0.07652823598263449
0.05738957109766212,0.04423104650101428,0.07070082882380317,0.09377998622353187
0.05364540667861816,0.05759543648295937,0.06359820480088921,0.09101520694119467
0.047144203247694146,0.04807387969676147,0.05780034671323127,0.10874903707977464
0.08762402995570977,0.04835047311114662,0.02224823513692871,0.07974139372948877
0.07153057947385431,0.020133297175581637,0.06550721253035904,0.07503824890526768
0.04916744433316192,0.05019188035595258,0.11639170473579787,0.06455922252460683
0.07873299315311803,0.03399531613915267,0.08332398338848583,0.08147150903832043
0.08174742914072594,0.0472247081244254,0.10357443873510969,0.0741857987913164
0.10365672631832634,0.03497319566484178,0.09334763348951283,0.08518492958271318
0.10414714027712751,0.06035250411274752,0.101705708868307,0.08711381867093483
0.10187540509949668,0.07390291661510827,0.053173890197393964,0.11048443627708471
0.10265522571884793,0.03342290885622791,0.07741255467883142,0.09311537560054559
0.11206670130729238,0.08342221940329539,0.028354031653281223,0.16529155153480218
0.10749907755712035,0.06435512525918993,0.10099840634848213,0.05866228552817588
0.11608762008109079,0.05910075146684437,0.09460398785922339,0.03275139137282297
0.05582514819956004,0.03906685260050108,0.061957695678665325,0.05511299779552693
0.06997004305589229,0.07798715002313308,0.037930990952520144,0.04788200629602782
0.043235149732489785,0.04407420023789777,0.06387748132351843,0.06890590505144936
0.043732761319732034,0.03271440144020864,0.06997745197177514,0.08624480523297604
0.07462943504676511,0.058770191805871216,0.06285455369225766,0.08110657244413486
0.12275105131215239,0.056728940780412886,0.07609169929298848,0.08615570559569104
0.06546059555979246,0.038060985034416205,0.09311405397423883,0.06232615476432014
0.07644500065718754,0.06148116313752046,0.08999769323262329,0.0761578164777823
0.07228406754532869,0.028086196462374098,0.1035731940534112,0.1480181624320377
0.09402621412105616,0.07303336305872161,0.09744285783515058,0.050641758701621735
0.07099789990402529,0.06013632267906735,0.11869784770604697,0.0904602320451346
0.06625706155837384,0.054979490735823394,0.07395938401320737,0.03376365536876289
0.06499534483430007,0.04748495365914276,0.08423232305629094,0.07225480840126784
0.06231160739603231,0.04655866254661036,0.1178984696797536,0.11513251226966781
0.08082644499159229,0.06561822288360167,0.1044054860850801,0.10360100925125897
0.12008193947698298,0.05889222700885864,0.03304960568624828,0.08966206365620667
0.06682761033789607,0.04275448866726973,0.08070681090995638,0.15524930047684532
0.06850360290314281,0.04911935880174103,0.04771296915490397,0.07459301138903028
0.06194481909410053,0.09760391247760977,0.04521918336902874,0.07838322430496782
0.04090380174594137,0.02772072499723214,0.09663337138066237,0.08437501499645399
0.07364256583575221,0.06446923156607641,0.08844507247136092,0.06867085808802793
0.07684283849822847,0.03840586900489131,0.07517310986049695,0.07932611625079006
0.1398523647653456,0.04114533580613376,0.044011374808322706,0.07804043982094376
0.10093802048666879,0.032934463425199456,0.07564093718663108,0.1418253642385001
0.1402520756012577,0.052087087538871917,0.06032616068312865,0.05708282303489315
0.07738729450222415,0.06059797697417567,0.08139017371297234,0.031933469863720705
0.04385910530202598,0.06823543333188875,0.10973917472941278,0.07047481913103562
