step_index,transport_linear_velocity,placing_linear_velocity,release_opening_velocity,retract_linear_velocity
1,0.10713516893614587,0.036315515856436366,0.08162134807413887,0.11418007351532389
2,0.08376986163870562,0.056362253425633835,0.06353752429875309,0.11886457985704539
3,0.0806422779582434,0.05540036682531639,0.055249520815255214,0.08114931100201485
1,0.1068139619077643,0.057633294195486365,0.05611182726514103,0.12004059719912069
2,0.08552380745671347,0.05461525097025168,0.06110285749705157,0.08745917508641855
3,0.10744505543011955,0.06987142785572378,0.07725341124297799,0.056594295242873814
1,0.11041445824039256,0.03380211179305382,0.07332471902022844,0.10967783589841074
2,0.05045572253014948,0.05882344516048861,0.07491416537877985,0.0974122715558618
3,0.04330538100565881,0.07259734626121145,0.07099777967824354,0.14736712012883585
1,0.10989259323877938,0.0486554042171246,0.04960272047538493,0.10338212150401627
2,0.10217101827874005,0.03180183503011503,0.07765772699871235,0.060809619296069733
3,0.11750877275176697,0.034168925793223545,0.09082441383769264,0.10210221274842615
1,0.08435908724516378,0.09403303616529135,0.11289523050034311,0.10048609963794919
2,0.03380795395904562,0.043884349940161035,0.022759475238617405,0.046905034621989646
3,0.07020954800631835,0.06617645680551952,0.08105771303913767,0.03381978008380517
1,0.03467747089959192,0.08938474153061374,0.08949127342474375,0.08682145985159709
2,0.07460235314237738,0.03007086114150624,0.12146734628604797,0.08359935579872871
3,0.09263711903487476,0.043833726831565056,0.05086806874414447,0.0973611417739808
1,0.05993136916285073,0.02402480156480726,0.05607560377720604,0.0888089471735712
2,0.06872001673597003,0.05564875834986131,0.08353053471179092,0.04249444483714626
3,0.09821098120712149,0.032456407254785366,0.06311019108860455,0.06431508495797156
1,0.09730404622370846,0.06165647425252435,0.08488916502702423,0.11146091795532709
2,0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555
3,0.0886359019130479,0.06553984629707947,0.10097416700191542,0.043501290533292464
1,0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009
2,0.09487468449489861,0.04200477318752208,0.11102815138554128,0.10816607075284827
3,0.14539573855820287,0.06701925005086966,0.09494341712708403,0.03206052933417425
1,0.10776120648777605,0.024010542442298843,0.06151498067327582,0.061483244594824404
2,0.04822520755927495,0.050738348995401195,0.04484002730273581,0.037339532804240405
3,0.08519111510207587,0.03361100669739739,0.07156333339284042,0.10014571154384738
1,0.057671439414499516,0.05681391141007127,0.0582299127451422,0.0807833458381229
2,0.10313568208525749,0.03240567180013919,0.07755338338397064,0.07422682269962741
3,0.060204568853428383,0.03558829457733604,0.05343146902408097,0.034618459288931556
1,0.07715251910323138,0.05972478347190588,0.05358237521392782,0.08915003841433951
2,0.04664842144102225,0.06781855381434344,0.059205225469407506,0.07967709749103939
3,0.09518939688519046,0.07904547242574692,0.07383158495352732,0.04205847452767127
1,0.050879506408807236,0.04016401385864822,0.09602344045940135,0.05529531276944111
2,0.09724786113377751,0.05242444888053437,0.06124671478603967,0.04506279920190975
3,0.10146555092741735,0.08002123676764472,0.08953735801029836,0.05275081964483373
1,0.07470783333609968,0.0690911422729589,0.049243580862707706,0.09286825201533774
2,0.11926975483427925,0.053982982567739285,0.05718159598100604,0.07986246214781242
3,0.06898574872651796,0.033412880941468895,0.0941523600895796,0.04296066485308864
1,0.03181546805673664,0.04358459781824667,0.05109062136759475,0.04621787498650962
2,0.06312791907970744,0.019502352746090353,0.08112598552665791,0.0780243295047222
3,0.1448320170696688,0.06707072883848962,0.05165754583582928,0.08167022542382428
1,0.0711107403157285,0.03940507575330069,0.06698546279762031,0.09468800920092119
2,0.07314491134208259,0.059119813240078006,0.06676699439719051,0.0987696541278405
3,0.08964185934532766,0.04066661771727676,0.05759472520923067,0.1326183231500912
1,0.04528396614222826,0.06919784934916556,0.08076293514443961,0.10384856288263608
2,0.060042304207502034,0.0801811282490509,0.0719558104954157,0.07570509570178384
3,0.08306837614300056,0.05584281807478928,0.07498230312165521,0.11553251914913731
1,0.08865493289699597,0.06697188821899538,0.09001578409836607,0.12052569017611975
2,0.060520912918733544,0.0551452694031893,0.06907287396435659,0.04168132299271376
3,0.05818805858481724,0.05556397534401564,0.05062018529825117,0.07498795282406404
1,0.07899588960401485,0.031260084143428235,0.07045975494048354,0.096169178731416
2,0.10327434793808453,0.03421138075907713,0.06968945167657507,0.06343110752667587
3,0.0959610757595541,0.05242292204724858,0.03815505664221418,0.09040435570352341
1,0.09876471650112138,0.05423443741747847,0.04732331194529783,0.09143864091888965
2,0.056268472414947576,0.042563033301148426,0.05685462788489099,0.05584825444048985
3,0.10647810458369653,0.021280376680752198,0.09716239335422434,0.07037135282989099
1,0.057859962251823736,0.026545066446718543,0.10332979535866449,0.1152580520710545
2,0.10971824039282492,0.07660244830844554,0.0430167736790697,0.08847280515067979
3,0.09868935204387451,0.07466880001451892,0.07075837065386333,0.08579051047384911
1,0.11355608038988621,0.06891271356380331,0.09197336073147731,0.03667579813052069
2,0.08893426887163088,0.08790654923779034,0.07567581707247413,0.1225137715389143
3,0.08416121132190504,0.05216090087024539,0.0775825551086473,0.09748866613758789
1,0.11630387946408091,0.04949033714283532,0.05167813966097056,0.06966657802250854
2,0.04040911372645113,0.05166917801708158,0.06141537294421544,0.07623227336189818
3,0.08830895469727,0.026870659835101257,0.03353027656986608,0.0819764711108041
1,0.11165173647718787,0.05347136349172419,0.07107514495928727,0.10925086921896243
2,0.10161243140303779,0.05726055148640862,0.07484394214473217,0.080375384645276
3,0.06307314754555324,0.04334657853365926,0.04287134578628213,0.06438996945501518
1,0.049041663205933006,0.07982021131278441,0.07013955946020861,0.054234612311325175
2,0.040910243025147404,0.058742232006313046,0.051452035134222356,0.060751621281506824
3,0.04997732002553372,0.06738743439163061,0.09191909850536771,0.07855641635238096
1,0.06209920340403095,0.04388510697596125,0.05586681141070153,0.07064128347854792
2,0.10658556446416106,0.05400800590953601,0.06380873597797683,0.07289350336035542
3,0.10582812188692277,0.04624661171624451,0.07812039056920003,0.10122486015723514
1,0.04659054088795025,0.021728816064726153,0.08218567590395556,0.07226282859279652
2,0.10394354881087839,0.0225283685606559,0.061729267453155386,0.05105382245107512
3,0.053365990380925946,0.0259308131601251,0.07789231325469406,0.07657797517894795
1,0.048517480995910744,0.015117927384841197,0.09709246298024216,0.08807898758775241
2,0.10987063945234282,0.062467175898470347,0.10284037423417289,0.11987162155440662
3,0.14531207421345327,0.08710099015657569,0.025104547028656665,0.10169114360066123
1,0.1072113322402844,0.062123271207931346,0.038380315767660475,0.08116427267074952
2,0.07893307823507154,0.06421939298475592,0.08224028908977418,0.06881631106286218
3,0.10208399412291458,0.05311289087958096,0.03806997426259357,0.06867187078607442
1,0.04238582461523695,0.06994536798884954,0.05623093655402418,0.04478439126666836
2,0.08564605931149707,0.03630781434325956,0.06857425222564742,0.0881518023231557
3,0.1404709805326536,0.05918414931587808,0.08874276560296507,0.06268384421376844
1,0.06581276739204364,0.04218161690030202,0.07472843882574295,0.07108201473123546
2,0.06377415529024352,0.07430436451900573,0.09262469735926808,0.0695859528399283
3,0.045646964126763404,0.07340762475496758,0.030539020151755865,0.03838252554204619
1,0.0702214863250925,0.07112972030896447,0.07898212242421149,0.12359700680050881
2,0.0828721593671765,0.050766880647686634,0.06398268818815538,0.05830560101120717
3,0.043952612354134134,0.02808255547024132,0.04760561700540843,0.05781475270941261
1,0.06525469653141318,0.0656496431055403,0.03504307711186506,0.0659433119797205
2,0.12559532730032358,0.06019252377481094,0.07843361085694779,0.045905097013974265
3,0.06495284635859548,0.04459005984568916,0.08830602617585756,0.06269367944767033
1,0.0963982300377192,0.0703909184309019,0.07142767126301117,0.07580470412982926
2,0.09910682859560999,0.04593287301298091,0.0784791983803218,0.07652328370493353
3,0.07718814713902494,0.0590288721927235,0.07544762589669789,0.10221500945494247
1,0.09455147878743782,0.04815356566320067,0.09533694012259339,0.11791242049056118
2,0.031495385739305645,0.04411273019696612,0.041796963314630536,0.06600568360063581
3,0.11784815386303626,0.060785798577993475,0.053621222870515975,0.06124818926596683
1,0.07084731148235068,0.04649977806218401,0.10349510253503147,0.04984714136485814
2,0.07015026745995862,0.05507748864273202,0.053511776517184334,0.07270263899746204
3,0.0626671218842782,0.05944122495130829,0.0612581910813511,0.0814704916326307
1,0.07739037549183202,0.05293798897560925,0.06436782117901671,0.07854853305725726
2,0.04817332030147065,0.06703561634638137,0.10386154476174583,0.12050123881148345
3,0.059935743908022754,0.02154339775579022,0.0876292731753427,0.0666110762145542
1,0.09701582664619142,0.052268794869237446,0.047850168697019815,0.04031611948210992
2,0.061234772860288625,0.038940165641781196,0.08906782115111526,0.05587879434462191
3,0.08475713739547808,0.07796147039133879,0.0669852933935714,0.10357040253800426
1,0.05432750718870441,0.04810204057285275,0.050668283706105904,0.10850710058238983
2,0.118885230999705,0.07811660074724144,0.07166248165775736,0.11812793537939631
3,0.10978994989985538,0.08404225189539972,0.0822271958571679,0.0623702923940301
1,0.08944159192914922,0.0484717896746671,0.08590989845934013,0.12255842537926984
2,0.11586116237439995,0.06045143145221169,0.07938590679310069,0.07320503584347698
3,0.04127144384761562,0.047002646987445884,0.08120073366406255,0.09879999721666714
1,0.04876333760841513,0.06687472007529509,0.023159601594525098,0.07849153648804003
2,0.06788790280441212,0.06611590475142946,0.08507966820555775,0.10643181270905688
3,0.08046755501421601,0.05414775666545472,0.054339102111620005,0.08449114673713623
1,0.04441887874086004,0.08093205819054283,0.11313819548703348,0.13263837350767285
2,0.12370510416451376,0.06225311897588107,0.06542135123538827,0.11316676105917206
3,0.0831636011339729,0.08508681038143721,0.048065666209334806,0.0650544598107422
1,0.05950328524319167,0.03976634311030819,0.1078161745935364,0.08879085539296475
2,0.06865434905688157,0.04863996942826216,0.0752685434068179,0.12137393702174903
3,0.05458804064367488,0.03260857590352344,0.06409065109339122,0.10963840903751755
1,0.11527083378211547,0.0437605618493087,0.06948684567521707,0.071757365789744
2,0.09222703019803473,0.04624487301258438,0.10192726855978645,0.11262978089812145
3,0.07349811089450284,0.05041206634146363,0.11540448412767529,0.12162674755736524
1,0.07476760121443726,0.051019017311610904,0.12227204982200307,0.04611063791764082
2,0.04905503753913955,0.05317668764904858,0.07312459237837865,0.12568113928418856
3,0.08476409042660187,0.028495306439211103,0.07914240959713384,0.08599426979692973
1,0.08936172702970455,0.04075922287072043,0.08476669696775184,0.060565626338648426
2,0.0955550615866359,0.06351663541704206,0.051757193784747524,0.10198459545833571
3,0.082540857914488,0.03168944433227443,0.1000560266022307,0.06877050703255934
1,0.03228972650380889,0.050242110885118985,0.11868755690174795,0.07214851467391846
2,0.057828897738617505,0.05491461032724676,0.08402432429466708,0.10689498989206773
3,0.07116189666154095,0.06347054135815544,0.05760114396627165,0.05937940677544622
1,0.032249775612077924,0.04962818145344417,0.05968456022114705,0.07916283413950226
2,0.09181404408323504,0.037185229766083704,0.049984674872906185,0.08533556587331767
3,0.07698761319322597,0.04250828221998787,0.07653353977188944,0.0905146249059892
1,0.05947239936786748,0.05594578706090713,0.08886263315179166,0.05162080008590857
2,0.09222714363688131,0.020063647075186115,0.04842988252465068,0.051621015036567665
3,0.12234366320838462,0.029063017077952447,0.06662106783336214,0.06643101042163477
1,0.09656753969692503,0.08088386753969244,0.10310547480722018,0.09693225739553024
2,0.04001253905456972,0.056602295454596,0.09747987679071507,0.06463195495871765
3,0.07088366422876952,0.07562403581776225,0.09246944976237345,0.12593117995508393
1,0.08891026967044895,0.07304146835482063,0.09070392525674668,0.1179155604370559
2,0.09236791196809929,0.04557703461672829,0.0929141808184504,0.0988348370070703
3,0.09118274164383258,0.06529631772764373,0.06611833124703151,0.05167495145403482
1,0.09806306689442337,0.05205509093290785,0.040442366434763725,0.08266010175864585
2,0.0447741972453726,0.03236998856669045,0.06918983001399193,0.08947648646777083
3,0.04685744730561573,0.06740615644179426,0.05987937404634421,0.04284426173562099
1,0.11022014981985513,0.07855074731498868,0.057016601079761385,0.06210792981580107
2,0.1325549359216771,0.049992166554840976,0.03571374981121884,0.030957320796409442
3,0.09612826969459162,0.05824369004477594,0.08566844651263451,0.04825138800839659
1,0.08746521752487181,0.0683631653528108,0.05233183249321639,0.08883822937400533
2,0.0760191445525524,0.04868625661500471,0.05003791247465771,0.0606720477998111
3,0.06777800614971696,0.060551233552498404,0.08659856981230098,0.05020493624014116
1,0.06147970316948938,0.026116190778810243,0.07211434043854806,0.08030747764800662
2,0.06411723977957068,0.05293876594187619,0.08619106721499445,0.07918990804346597
3,0.05038292370872752,0.0382806176755005,0.10446557775180354,0.12489939649428478
1,0.08742363367935561,0.05721949870731119,0.05116450858504486,0.11702335945212006
2,0.07203246299521636,0.04363957710651072,0.08640557874616046,0.10113595286522785
3,0.07821937385514563,0.04064785455339345,0.043407419237991594,0.08630634689142011
1,0.11191482454173302,0.07444081545336262,0.08595159797548281,0.08272502594069915
2,0.08386061921671104,0.044460889655791466,0.09449555746852872,0.06799403157215898
3,0.10814871150694932,0.06943812870082958,0.07110354169514708,0.11554881753124407
1,0.05296701814577891,0.0510832881736229,0.09830226075727622,0.10619851764286783
2,0.07419733748170723,0.0464391303164565,0.05450690675309395,0.07003013906907093
3,0.0941760883150082,0.07488009095773945,0.0773259028881745,0.05707811434498251
1,0.059055045410690926,0.06546957659410432,0.03960903797631118,0.0962233565064306
2,0.11537123903024374,0.03239847575521562,0.05434061252529286,0.06655383491901934
3,0.1293278868069154,0.050641647238463657,0.07214565055966002,0.060097043018097984
1,0.07872361864289062,0.041111111966586567,0.0806312274717547,0.034387216269852576
2,0.05488169004628182,0.039327407174606116,0.0699644118683673,0.06635260933984079
3,0.15466908734393475,0.04911464538724653,0.07819958228984578,0.09262366478349227
1,0.10966641664424026,0.04923031523366627,0.06613589790765383,0.08649268323389592
2,0.08565971264367886,0.05549701364254569,0.09884773159997369,0.08268808292370299
3,0.061311883931547274,0.0341821044171835,0.1070281394439695,0.07508074702020957
1,0.07580722437389634,0.06196322597022049,0.07110639621631913,0.14453097933461223
2,0.03878863394067891,0.05430957981019683,0.043174940582474355,0.08838319839793037
3,0.04891540553638352,0.06798746927433079,0.08048347091869644,0.07477861227631093
1,0.07820549552362022,0.023149100718837193,0.0361779375615788,0.08829165396265921
2,0.05167135572383315,0.04247508936726849,0.05055772707907906,0.07025566406172491
3,0.06791140211479318,0.039066239814799175,0.03778787684714867,0.08215136607719895
1,0.07468145176767971,0.06474465994904749,0.02778941217336548,0.11486595440668253
2,0.04362572811251451,0.04495122936610795,0.06677080964199647,0.08265895410830168
3,0.11839076775325355,0.05341564795376178,0.06437233965332552,0.04360553466683596
1,0.06573936372756276,0.049720506529045826,0.06639517866186403,0.10884270027291021
2,0.0578930182608558,0.049066396476910024,0.03589763586735401,0.08910419449444316
3,0.11208561752910423,0.05797781172023388,0.09747600243726962,0.09205871566827122
1,0.1444029300454766,0.04407432998640869,0.08200186979893911,0.08581985094648865
2,0.07718191676720074,0.05621402224639359,0.04994920135992861,0.07960994019914934
3,0.11810502047632143,0.03932870628443359,0.03478058965901293,0.05552611748506718
1,0.08550053350383767,0.05411820249615787,0.09010573726984444,0.10753791662118037
2,0.11434237884125467,0.05646128177784812,0.05247558274903413,0.08242707898515905
3,0.06296254665450526,0.06417943646884003,0.06702793751405553,0.06175734075358369
1,0.06265935675592509,0.031807130508606105,0.054819001242341445,0.050697837506198926
2,0.07050075136282183,0.04763335033926696,0.03143855414951461,0.05646493932911084
3,0.056976668445490014,0.07188146336086892,0.05270107108016535,0.08891825638100298
1,0.09854705681799528,0.03477990823565949,0.037091958740098255,0.15101995380205252
2,0.07880856571776378,0.059895492634818595,0.10558277093028823,0.09394504121440261
3,0.07466806302318735,0.015315944204620555,0.07977526688140396,0.05496418670840997
1,0.07177380244119384,0.07958168638813293,0.07750879155403179,0.11967746725455945
2,0.08813495325467832,0.06857047999819416,0.08167512968695174,0.12073251131815714
3,0.05991940454801839,0.04464350951831893,0.05326696989192574,0.08494226180776358
1,0.03600294679759943,0.03825105437014084,0.06269084855065168,0.1014914059301632
2,0.09019881917305647,0.05951120952638375,0.0846322842059169,0.08124223334022214
3,0.05572695102366196,0.06275435409607763,0.05679399781081378,0.07104891698537652
1,0.05807175617778584,0.06047813040306693,0.09114202170687924,0.06160328902360382
2,0.08041176040097417,0.05732996215116972,0.04960584430277999,0.04612117244540483
3,0.0620171837953222,0.07244837599261948,0.034462066647571656,0.08763485188058591
1,0.06861168635651861,0.0595208709713089,0.06455871569789684,0.10784459789155693
2,0.06224883514277493,0.07242984358505702,0.06600290204050291,0.1185058179362217
3,0.10068761044217475,0.10183400060111666,0.1063397248370421,0.07034340553372302
1,0.07230635517465885,0.06553283966721381,0.062385751164688405,0.07279909392878153
2,0.06401543466890577,0.033154109042127705,0.06405645559170875,0.05613665342165454
3,0.09370252645893479,0.05227466260351179,0.07711095097500778,0.05046510191451492
1,0.07364376658066911,0.07630980114396724,0.10840629789303471,0.06849899574090525
2,0.06179722970861369,0.0547665667418261,0.11153265075501452,0.06619593667618054
3,0.08939116692572696,0.05145734665038055,0.13280693463493032,0.0831259260483697
1,0.09843600947791176,0.033296992740559306,0.03347508142380232,0.09940535015669044
2,0.10103094999548504,0.03664068028992899,0.0545043811616446,0.12485128498992934
3,0.07982602114885984,0.04002761735494764,0.07307214032302614,0.07825384351139937
1,0.11795462475088236,0.04723375079737623,0.06412621987008989,0.0890183611881542
2,0.03025872380236031,0.07872210582169567,0.041233374088464635,0.11502517294620804
