object_friction,pre_approach_linear_velocity,grasp_linear_velocity,grasp_closing_velocity,grasp_stall_min_time,lift_linear_velocity
0.8365399438803937,0.08808335352957955,0.04818324311349113,0.0878060265249972,0.5782970263056657,0.14934735976138397
1.5385984078241417,0.11015636137397976,0.060307997040064204,0.07599050187573746,0.280562957279898,0.17322818355353942
1.239691255070948,0.111428173316856,0.025497278594433757,0.1163628028477321,0.3441668280867929,0.15480105878401085
1.400466687310911,0.10983797448421215,0.053963357900709163,0.12205936776389048,0.32670586104081456,0.13485014212390942
1.3211642660934386,0.2045136166843215,0.08003482605514028,0.09580573934240924,0.24859991426585992,0.10165911326688053
0.9858308974567528,0.15462422974237597,0.06718453856906748,0.13953813103496937,0.4225069298293836,0.13812186662199052
1.8401241580351093,0.09602704205617987,0.03195924647022405,0.16423038887469593,0.4987370015171973,0.12748603690120683
1.0810058351834937,0.09882152546818175,0.03238453636467805,0.09213630108686927,0.37721008093018926,0.1752324988096707
0.9667930964983201,0.1238993325880901,0.11900255609073679,0.09162341347855733,0.4652596553807296,0.17324037364553274
1.6461737400591006,0.08700875791620843,0.08893653988061155,0.11729488654484069,0.4730342252373139,0.1085742472763238
1.9962812752466839,0.07387048877650484,0.04096503060831963,0.1124636800904277,0.4448736373058504,0.10074075308570402
1.4654258508514528,0.0966779607221655,0.04317051279542308,0.05673519049700532,0.2635633840477356,0.15127439175834456
1.4606157361840606,0.08880448679898827,0.09095749999475368,0.13286744604144934,0.33153442812196615,0.15130151610632536
1.804064145899351,0.15200324204266824,0.06799560714238889,0.08137472473539377,0.42135416381895296,0.12207002567000767
1.7165111098712953,0.0679019883266496,0.1035637441357971,0.13821255879669403,0.3231382210733584,0.15050905921291674
1.2350329416118628,0.11452756073981903,0.04813893322888656,0.10470708866403043,0.5062233889137392,0.20203328558901185
1.208097483179917,0.1051607461350421,0.07571055278486613,0.06850020072727211,0.5580482397629842,0.14387489420285474
1.5782187949986868,0.16989841252719817,0.03468577303154619,0.06065893239288236,0.30565291332371924,0.1314824101780914
0.3080514390930065,0.12630249597357807,0.01654130948661212,0.07624537010167225,0.32430611527636294,0.124296294218099
1.2300225383063788,0.12167612395656645,0.042534315340122954,0.12206221964281637,0.4914840229808088,0.1662670208895349
1.1905756263329779,0.09122928725134084,0.02389468965523249,0.0955659120588863,0.3879803046552737,0.12303643571472357
0.5771803683087326,0.09982296337698739,0.03491519080573186,0.10747214043659276,0.39842837844058787,0.10872737017604
1.5464682851876024,0.1441826153826266,0.07935978017543772,0.17810817419982838,0.3770305641460626,0.11763552078817908
1.4222298851867077,0.1738313227100734,0.04919438735751334,0.08406286361781719,0.4849437490750324,0.09513651863026262
0.847039352465714,0.12890113551151178,0.04051860540830586,0.04178786929570445,0.6019005269991996,0.07254177058476183
0.356302396398253,0.14489690545626424,0.047964881618099704,0.06774246984730989,0.5807945458745848,0.12047555792657823
1.354123127538579,0.12210302876045263,0.05289084233737006,0.07173063669479335,0.4513750746391259,0.07768362577338997
1.8121054232106604,0.1253859608104506,0.02076532642695961,0.15060138756643962,0.4489735317522403,0.09693481320948617
1.4340566199727869,0.11679597019883692,0.08702764733571636,0.08418910284927049,0.37262772818616396,0.15479940201441716
1.5125994960990121,0.1473414791103519,0.020536823567194537,0.0650172656402232,0.46697736369902876,0.1395179874514137
1.4302825461262667,0.1693183916586976,0.05430367703018959,0.11746252017088037,0.3934756432031322,0.06671308804759662
1.2729882861566026,0.1102434825490273,0.023708119088957414,0.11343482607640615,0.5177227851155051,0.13332750767555787
1.622870356986337,0.10385066049346768,0.032476118184318,0.11317536096960101,0.3300066457763671,0.10815260635138634
1.8527110651077117,0.11455183473557778,0.023781478517341685,0.07857658273782263,0.3951305670323728,0.09772764780694583
1.2879008789725102,0.1437499527736112,0.06507760758114683,0.13680750389736993,0.5206735305157202,0.07639065362266836
1.0524448348784547,0.12956325900483762,0.12804328535087822,0.10039337348296792,0.46777118313350186,0.15826123563384586
0.9842858892470013,0.11477536424737393,0.010299952046627106,0.08328646263873901,0.4508818802591018,0.0877346288586871
1.9437430180838522,0.06872356048023352,0.018307076378148757,0.1512465822388132,0.36702381680871504,0.15928930496807717
0.8142683179981793,0.11577247871539785,0.05969295760870186,0.0797175599730628,0.43701665071922013,0.14384931147136643
1.6874540681624268,0.1145905824150698,0.018251308481645412,0.07673995095154562,0.39661621894642485,0.06564235621968958
1.7215701318634977,0.1262931816688076,0.03903156878315199,0.12430132713569483,0.20483675243340468,0.14137700260339287
1.2010914801976784,0.12162013242660336,0.11130895633489306,0.0892236314552136,0.40672645349815806,0.13171662286585867
