transport_linear_velocity,placing_linear_velocity,release_opening_velocity,retract_linear_velocity
0.10713516893614587,0.036315515856436366,0.08162134807413887,0.11418007351532389
0.1068139619077643,0.057633294195486365,0.05611182726514103,0.12004059719912069
0.11041445824039256,0.03380211179305382,0.07332471902022844,0.10967783589841074
0.10989259323877938,0.0486554042171246,0.04960272047538493,0.10338212150401627
0.08435908724516378,0.09403303616529135,0.11289523050034311,0.10048609963794919
0.03467747089959192,0.08938474153061374,0.08949127342474375,0.08682145985159709
0.05993136916285073,0.02402480156480726,0.05607560377720604,0.0888089471735712
0.09730404622370846,0.06165647425252435,0.08488916502702423,0.11146091795532709
0.08989738994272871,0.04788907159023067,0.09753231237936524,0.09748685646492009
0.10776120648777605,0.024010542442298843,0.06151498067327582,0.061483244594824404
0.057671439414499516,0.05681391141007127,0.0582299127451422,0.0807833458381229
0.07715251910323138,0.05972478347190588,0.05358237521392782,0.08915003841433951
0.050879506408807236,0.04016401385864822,0.09602344045940135,0.05529531276944111
0.07470783333609968,0.0690911422729589,0.049243580862707706,0.09286825201533774
0.03181546805673664,0.04358459781824667,0.05109062136759475,0.04621787498650962
0.0711107403157285,0.03940507575330069,0.06698546279762031,0.09468800920092119
0.04528396614222826,0.06919784934916556,0.08076293514443961,0.10384856288263608
0.08865493289699597,0.06697188821899538,0.09001578409836607,0.12052569017611975
0.07899588960401485,0.031260084143428235,0.07045975494048354,0.096169178731416
0.09876471650112138,0.05423443741747847,0.04732331194529783,0.09143864091888965
0.057859962251823736,0.026545066446718543,0.10332979535866449,0.1152580520710545
0.11355608038988621,0.06891271356380331,0.09197336073147731,0.03667579813052069
0.11630387946408091,0.04949033714283532,0.05167813966097056,0.06966657802250854
0.11165173647718787,0.05347136349172419,0.07107514495928727,0.10925086921896243
0.049041663205933006,0.07982021131278441,0.07013955946020861,0.054234612311325175
0.06209920340403095,0.04388510697596125,0.05586681141070153,0.07064128347854792
0.04659054088795025,0.021728816064726153,0.08218567590395556,0.07226282859279652
0.048517480995910744,0.015117927384841197,0.09709246298024216,0.08807898758775241
0.1072113322402844,0.062123271207931346,0.038380315767660475,0.08116427267074952
0.04238582461523695,0.06994536798884954,0.05623093655402418,0.04478439126666836
0.06581276739204364,0.04218161690030202,0.07472843882574295,0.07108201473123546
0.0702214863250925,0.07112972030896447,0.07898212242421149,0.12359700680050881
0.06525469653141318,0.0656496431055403,0.03504307711186506,0.0659433119797205
0.0963982300377192,0.0703909184309019,0.07142767126301117,0.07580470412982926
0.09455147878743782,0.04815356566320067,0.09533694012259339,0.11791242049056118
0.07084731148235068,0.04649977806218401,0.10349510253503147,0.04984714136485814
0.07739037549183202,0.05293798897560925,0.06436782117901671,0.07854853305725726
0.09701582664619142,0.052268794869237446,0.047850168697019815,0.04031611948210992
0.05432750718870441,0.04810204057285275,0.050668283706105904,0.10850710058238983
0.08944159192914922,0.0484717896746671,0.08590989845934013,0.12255842537926984
0.04876333760841513,0.06687472007529509,0.023159601594525098,0.07849153648804003
0.04441887874086004,0.08093205819054283,0.11313819548703348,0.13263837350767285
0.05950328524319167,0.03976634311030819,0.1078161745935364,0.08879085539296475
0.11527083378211547,0.0437605618493087,0.06948684567521707,0.071757365789744
0.07476760121443726,0.051019017311610904,0.12227204982200307,0.04611063791764082
0.08936172702970455,0.04075922287072043,0.08476669696775184,0.060565626338648426
0.03228972650380889,0.050242110885118985,0.11868755690174795,0.07214851467391846
0.032249775612077924,0.04962818145344417,0.05968456022114705,0.07916283413950226
0.05947239936786748,0.05594578706090713,0.08886263315179166,0.05162080008590857
0.09656753969692503,0.08088386753969244,0.10310547480722018,0.09693225739553024
0.08891026967044895,0.07304146835482063,0.09070392525674668,0.1179155604370559
0.09806306689442337,0.05205509093290785,0.040442366434763725,0.08266010175864585
0.11022014981985513,0.07855074731498868,0.057016601079761385,0.06210792981580107
0.08746521752487181,0.0683631653528108,0.05233183249321639,0.08883822937400533
0.06147970316948938,0.026116190778810243,0.07211434043854806,0.08030747764800662
0.08742363367935561,0.05721949870731119,0.05116450858504486,0.11702335945212006
0.11191482454173302,0.07444081545336262,0.08595159797548281,0.08272502594069915
0.05296701814577891,0.0510832881736229,0.09830226075727622,0.10619851764286783
0.059055045410690926,0.06546957659410432,0.03960903797631118,0.0962233565064306
0.07872361864289062,0.041111111966586567,0.0806312274717547,0.034387216269852576
0.10966641664424026,0.04923031523366627,0.06613589790765383,0.08649268323389592
0.07580722437389634,0.06196322597022049,0.07110639621631913,0.14453097933461223
0.07820549552362022,0.023149100718837193,0.0361779375615788,0.08829165396265921
0.07468145176767971,0.06474465994904749,0.02778941217336548,0.11486595440668253
0.06573936372756276,0.049720506529045826,0.06639517866186403,0.10884270027291021
0.1444029300454766,0.04407432998640869,0.08200186979893911,0.08581985094648865
0.08550053350383767,0.05411820249615787,0.09010573726984444,0.10753791662118037
0.06265935675592509,0.031807130508606105,0.054819001242341445,0.050697837506198926
0.09854705681799528,0.03477990823565949,0.037091958740098255,0.15101995380205252
