transport_linear_velocity,placing_linear_velocity,release_opening_velocity,retract_linear_velocity
0.08376986163870562,0.056362253425633835,0.06353752429875309,0.11886457985704539
0.08552380745671347,0.05461525097025168,0.06110285749705157,0.08745917508641855
0.05045572253014948,0.05882344516048861,0.07491416537877985,0.0974122715558618
0.10217101827874005,0.03180183503011503,0.07765772699871235,0.060809619296069733
0.03380795395904562,0.043884349940161035,0.022759475238617405,0.046905034621989646
0.07460235314237738,0.03007086114150624,0.12146734628604797,0.08359935579872871
0.06872001673597003,0.05564875834986131,0.08353053471179092,0.04249444483714626
0.09203236787479126,0.03764366908229346,0.04540136824480505,0.12644307630530555
0.09487468449489861,0.04200477318752208,0.11102815138554128,0.10816607075284827
0.04822520755927495,0.050738348995401195,0.04484002730273581,0.037339532804240405
0.10313568208525749,0.03240567180013919,0.07755338338397064,0.07422682269962741
0.04664842144102225,0.06781855381434344,0.059205225469407506,0.07967709749103939
0.09724786113377751,0.05242444888053437,0.06124671478603967,0.04506279920190975
0.11926975483427925,0.053982982567739285,0.05718159598100604,0.07986246214781242
0.06312791907970744,0.019502352746090353,0.08112598552665791,0.0780243295047222
0.07314491134208259,0.059119813240078006,0.06676699439719051,0.0987696541278405
0.060042304207502034,0.0801811282490509,0.0719558104954157,0.07570509570178384
0.060520912918733544,0.0551452694031893,0.06907287396435659,0.04168132299271376
0.10327434793808453,0.03421138075907713,0.06968945167657507,0.06343110752667587
0.056268472414947576,0.042563033301148426,0.05685462788489099,0.05584825444048985
0.10971824039282492,0.07660244830844554,0.0430167736790697,0.08847280515067979
0.08893426887163088,0.08790654923779034,0.07567581707247413,0.1225137715389143
0.04040911372645113,0.05166917801708158,0.06141537294421544,0.07623227336189818
0.10161243140303779,0.05726055148640862,0.07484394214473217,0.080375384645276
0.040910243025147404,0.058742232006313046,0.051452035134222356,0.060751621281506824
0.10658556446416106,0.05400800590953601,0.06380873597797683,0.07289350336035542
0.10394354881087839,0.0225283685606559,0.061729267453155386,0.05105382245107512
0.10987063945234282,0.062467175898470347,0.10284037423417289,0.11987162155440662
0.07893307823507154,0.06421939298475592,0.08224028908977418,0.06881631106286218
0.08564605931149707,0.03630781434325956,0.06857425222564742,0.0881518023231557
0.06377415529024352,0.07430436451900573,0.09262469735926808,0.0695859528399283
0.0828721593671765,0.050766880647686634,0.06398268818815538,0.05830560101120717
0.12559532730032358,0.06019252377481094,0.07843361085694779,0.045905097013974265
0.09910682859560999,0.04593287301298091,0.0784791983803218,0.07652328370493353
0.031495385739305645,0.04411273019696612,0.041796963314630536,0.06600568360063581
0.07015026745995862,0.05507748864273202,0.053511776517184334,0.07270263899746204
0.04817332030147065,0.06703561634638137,0.10386154476174583,0.12050123881148345
0.061234772860288625,0.038940165641781196,0.08906782115111526,0.05587879434462191
0.118885230999705,0.07811660074724144,0.07166248165775736,0.11812793537939631
0.11586116237439995,0.06045143145221169,0.07938590679310069,0.07320503584347698
0.06788790280441212,0.06611590475142946,0.08507966820555775,0.10643181270905688
0.12370510416451376,0.06225311897588107,0.06542135123538827,0.11316676105917206
0.06865434905688157,0.04863996942826216,0.0752685434068179,0.12137393702174903
0.09222703019803473,0.04624487301258438,0.10192726855978645,0.11262978089812145
0.04905503753913955,0.05317668764904858,0.07312459237837865,0.12568113928418856
0.0955550615866359,0.06351663541704206,0.051757193784747524,0.10198459545833571
0.057828897738617505,0.05491461032724676,0.08402432429466708,0.10689498989206773
0.09181404408323504,0.037185229766083704,0.049984674872906185,0.08533556587331767
0.09222714363688131,0.020063647075186115,0.04842988252465068,0.051621015036567665
0.04001253905456972,0.056602295454596,0.09747987679071507,0.06463195495871765
0.09236791196809929,0.04557703461672829,0.0929141808184504,0.0988348370070703
0.0447741972453726,0.03236998856669045,0.06918983001399193,0.08947648646777083
0.1325549359216771,0.049992166554840976,0.03571374981121884,0.030957320796409442
0.0760191445525524,0.04868625661500471,0.05003791247465771,0.0606720477998111
0.06411723977957068,0.05293876594187619,0.08619106721499445,0.07918990804346597
0.07203246299521636,0.04363957710651072,0.08640557874616046,0.10113595286522785
0.08386061921671104,0.044460889655791466,0.09449555746852872,0.06799403157215898
0.07419733748170723,0.0464391303164565,0.05450690675309395,0.07003013906907093
0.11537123903024374,0.03239847575521562,0.05434061252529286,0.06655383491901934
0.05488169004628182,0.039327407174606116,0.0699644118683673,0.06635260933984079
0.08565971264367886,0.05549701364254569,0.09884773159997369,0.08268808292370299
0.03878863394067891,0.05430957981019683,0.043174940582474355,0.08838319839793037
0.05167135572383315,0.04247508936726849,0.05055772707907906,0.07025566406172491
0.04362572811251451,0.04495122936610795,0.06677080964199647,0.08265895410830168
0.0578930182608558,0.049066396476910024,0.03589763586735401,0.08910419449444316
0.07718191676720074,0.05621402224639359,0.04994920135992861,0.07960994019914934
0.11434237884125467,0.05646128177784812,0.05247558274903413,0.08242707898515905
0.07050075136282183,0.04763335033926696,0.03143855414951461,0.05646493932911084
0.07880856571776378,0.059895492634818595,0.10558277093028823,0.09394504121440261
0.08813495325467832,0.06857047999819416,0.08167512968695174,0.12073251131815714
0.09019881917305647,0.05951120952638375,0.0846322842059169,0.08124223334022214
0.08041176040097417,0.05732996215116972,0.04960584430277999,0.04612117244540483
0.06224883514277493,0.07242984358505702,0.06600290204050291,0.1185058179362217
0.06401543466890577,0.033154109042127705,0.06405645559170875,0.05613665342165454
