object_friction,pre_approach_linear_velocity,grasp_linear_velocity,grasp_closing_velocity,grasp_stall_min_time,lift_linear_velocity
1.1309158652759312,0.11658407427742132,0.05804761475324072,0.08505277639902659,0.3095546137793592,0.12314080390225259
1.398683381194937,0.15767603111462247,0.13407498471949225,0.09843622229752066,0.20974322549563762,0.099638840252132
0.5469974297923994,0.14858092980227897,0.02593129890281942,0.0543287095546193,0.28460231316606954,0.09183242309689685
1.4254024377923304,0.08945806793845466,0.08033017907798809,0.08922719325275583,0.2549421991441416,0.1413760820546904
0.7596450915067066,0.11276658920651152,0.01273040393725456,0.06949838872556492,0.4449971854147486,0.09173015375256653
1.7471710971962142,0.12312812433497175,0.03319956375759288,0.08457540875669109,0.44944119361510365,0.10372978679655792
2.4180288922675315,0.10476856698420894,0.04520003542054671,0.12017986695826874,0.5050643660818748,0.0757415156461747
1.5766709745953515,0.10105435694303813,0.0842184896535708,0.1568344816611609,0.30171786006354295,0.18491995311029552
1.1232049266322033,0.103052416711399,0.035490837278710066,0.1468916939972908,0.28623575827453557,0.14799918372655707
1.938328261176002,0.11355871898117863,0.043615043340460326,0.1470372362837459,0.5379585598924117,0.13173845572381437
1.431764888773507,0.1229111445336023,0.041761834034336254,0.13663233044270945,0.43823587910915596,0.1614801518909146
1.365998924960533,0.07737620309785229,0.012604847618236104,0.08724039990353626,0.5692849557240475,0.11836470028317822
1.1019913411898932,0.12278769367493395,0.026141035807994335,0.03954294223802909,0.31266902613923353,0.1426608602712666
1.6444935488691106,0.11396409269747933,0.07361230305497045,0.07336471933588058,0.30776688760473614,0.1589762663046655
1.1492862429093766,0.14955717041486433,0.0534859199342796,0.12631488381704484,0.5273661869152062,0.12640394237679028
1.805702886356666,0.1198421059057194,0.031288308486163416,0.08250063093791024,0.4325207016531139,0.16930123480176126
1.360263298886798,0.1396581898918952,0.10322308544633935,0.08719875514739438,0.36686481272572835,0.08668322390947575
1.1483994879067865,0.15324144890819835,0.05094479197906074,0.05973057622721889,0.3190504395949834,0.09651846535146345
0.543604091081674,0.12035022662294902,0.02787173208515492,0.043496629003040584,0.33799351721754983,0.10275413274340231
0.6304537034770412,0.0973573665827095,0.042443362841034414,0.11169719119558368,0.2694958543187361,0.14150911692395132
0.26832143125999086,0.13191337860476485,0.05508613636730464,0.1311354570653177,0.45186370885409055,0.089680495315836
0.5116648090370453,0.15897633814114082,0.05747660491221816,0.11551114202749452,0.42620062072324666,0.15168462352271733
1.4398510789642358,0.1216915641592291,0.029827968508700994,0.052461538376234414,0.5101229294179259,0.10853071047657797
0.9797918030144155,0.09188763235442934,0.01845995894337967,0.12809382746301573,0.30143294434157897,0.08040132461299887
1.483368712339871,0.134847339564138,0.03793205777053904,0.06957992434994971,0.3328137027576022,0.14622959805375765
0.9894019985028557,0.1588037305400662,0.03364399797113084,0.14996143650490038,0.42518525874495544,0.11860266899144487
1.7744296416583718,0.1044530079832458,0.045450101214758475,0.08399501652400256,0.5311887272582729,0.1367224092114764
0.71357691249819,0.10981574156939275,0.01770971813144399,0.09390144531229211,0.45040464437082534,0.10442025409927752
1.788340678779084,0.1319969406702987,0.041866011720141004,0.12588108531728717,0.42023565495628507,0.1550842621516753
1.3863209286526048,0.1519968848451248,0.08812914924056356,0.11700105662000328,0.46040737198523085,0.10695528206181623
1.4317556786651788,0.1064593736560569,0.037989694197256355,0.13045439140823825,0.4545102160381564,0.19696150200826093
0.8587291631249967,0.09810858503739227,0.04291969001684425,0.08879788989368279,0.3981837461800252,0.11721726452457243
